"study_id","source","publication_type","authors","publication_year","source_title","article_title","abstract","doi","date_of_export","study_type","response","shrub_response","location","lat","lon","methods","drivers","n_drivers","annual_temp_count","annual_precip_count","summer_temp_count","winter_temp_count","temp_var_count","summer_precip_count","winter_precip_count","radiation_count","soil_moisture_count","topography_count","interactions_count","herbivory_count","nutrients_count","driver_regime","study_species","n_species","study_level","comment"
419,"WOS search","J","Zalatan, R; Gajewski, K",2006,"TREE-RING RESEARCH","Dendrochronological potential of Salix alaxensis from the Kuujjua River area, western Canadian Arctic","This study presents the first annually-resolved chronology using Salix alaxensis (Anderss.) Cov from Victoria Island, Northwest Territories, Canada, an area well north of treeline. Forty-one samples were collected and examined for subsequent analysis. However, crossclating was difficult because of locally absent or missing rings and the narrowness of the rings, and ultimately thirteen stems were crossdated and used to evaluate their dendroclimatological potential. The chronology spans 74 years (1927-2000) and could potentially be extended further using subfossil wood. Precipitation data from December of the previous year to March of the current year were the most consistently and highly correlated with ring width. This suggests that the recharge of the soil moisture by early summer snowmelt is a key factor limiting growth of these shrubs.","10.3959/1536-1098-62.2.75","09/09/2020","empirical","shrub growth","growth","Northwest Territories, CA",71,-109,"dendrochronology","monthly temperature; monthly precipitation",2,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Salix alaxensis","1","species",""
435,"WOS search","J","Dormann, CF; van der Wal, R; Woodin, SJ",2004,"GLOBAL CHANGE BIOLOGY","Neighbour identity modifies effects of elevated temperature on plant performance in the High Arctic","Competition among plants in extreme environments such as the High Arctic has often been described as unimportant, or even nonexistent; environmental factors are thought to overrule any negative plant-plant interactions. However, few studies have actually addressed this question experimentally in the Arctic, and those that did found only little evidence for competition. Such species interactions will presumably become more important in the future, as Global Climate Change takes effect on terrestrial ecosystems. We investigated plant-plant interactions in the High Arctic, following the growth of Luzula confusa and Salix polaris in pure and mixed stands, and under elevated-temperature treatment over 2 years. To understand the mechanisms of competition, a parallel experiment was undertaken in phytotrons, manipulating competition, temperature and nutrient availability. Our findings indicate that competition is acting in the natural vegetation, and that climatic warming will alter the balance of interactions in favour of the dwarf shrub S. polaris. The phytotron experiment suggested that the mechanism is a higher responsiveness of Salix to nutrient availability, which increased under warming in the field. While Luzula showed a positive response to higher temperature in the lab, its performance in mixed stands in the field was actually reduced by warming, indicating a competitive repression of growth by Salix. The growth of Salix was also reduced by the presence of Luzula, but it was still able to profit from warming. Our findings suggest that climatic warming will result in greater shrub dominance of High Arctic tundra, but we also conjecture that grazing could reverse the situation to a graminoid-dominated tundra. These two divergent scenarios would have different implications for ecosystem feedbacks to climatic change.","10.1111/j.1365-2486.2004.00830.x","09/09/2020","empirical","vegetation interactions","growth","Svalbard, NO",77.9,15.2,"transplant experiment","summer temperature; competition",2,0,0,1,0,0,0,0,0,0,0,1,0,0,"abiotic & biotic","Salix polaris","1","species",""
475,"WOS search","J","Robinson, CH; Wookey, PA; Lee, JA; Callaghan, TV; Press, MC",1998,"ECOLOGY","Plant community responses to simulated environmental change at a high arctic polar semi-desert","Impacts of climate change were simulated over five summer seasons in a high arctic polar semi-desert at Ny Alesund, Svalbard, by using polythene tents to increase temperature, and by increasing precipitation and soil nutrient (NPK) availability. The effects of these treatments on vegetation cover were assessed at the start of the 1991, 1993, and 1995 field seasons, and at peak biomass in the same years. Over the first season of the experiment (1991), changes in percentage total living vegetation cover were significantly greater, and changes in dead vegetation cover significantly lower, in the tented treatments. In subsequent seasons, changes in total living cover were also greater under treatments simulating climate change, although the significant factors and interactions were year-specific. Between years, at both the early and mid-season sampling periods, the fertilizer application had the strongest effect on changes in plant cover, significantly decreasing cover of living Dryas octopetala, Saxifraga oppositifolia, and bare ground between 1991 and 1995, while increasing cover of bryophytes, Salix polaris, Polygonum viviparum, and total dead vegetation. Although cover of D. octopetala was greater during the first three years of fertilizer addition, marked winter injury occurred in this species on fertilized plots during winter 1993-1994. This resulted in reductions in total live cover and D. octopetala cover and an increase in total dead cover (by up to 22%) in watered and fertilized plots between 1991 and 1995. Seedlings of nitrophilous immigrant species were established naturally on bare ground in fertilized plots in the third year of the study and subsequently increased in number, so that after five seasons the community tended more toward bird-cliff vegetation rather than polar semi-desert vegetation. The tent treatment and the simulated increase in summer precipitation had little effect between seasons on the plant community, in comparison with the fertilizer treatment.","10.1890/0012-9658(1998)079[0856:PCRTSE]2.0.CO;2","09/09/2020","empirical","community structure","abundance","Svalbard, NO",78.933,11.833,"factorial experiment","summer temperature; water; fertilisation",3,0,0,1,0,0,0,0,0,0,0,0,0,1,"abiotic","Dryas octopetala; Saxifraga oppositifolia; Salix polaris; Silene acaulis","4","species",""
477,"WOS search","J","Press, MC; Potter, JA; Burke, MJW; Callaghan, TV; Lee, JA",1998,"JOURNAL OF ECOLOGY","Responses of a subarctic dwarf shrub heath community to simulated environmental change","1 A dwarf shrub heath in subarctic Sweden was subjected to factorial manipulation of air temperature, water and nutrient supply for 5 years. The responses of the vegetation to the perturbations were then assessed by point intercept (quadrat) analysis followed by determination of above-ground biomass. 2 Nineteen vascular and 23 non-vascular species (or species groups) were recorded and the most dramatic response was that of the grass Calamagrostis lapponica to nutrient addition, with abundance being stimulated by a factor of more than 18 compared with plots not subjected to nutrient addition. Calamagrostis lapponica did not show any significant responses to temperature or water alone but there was a synergistic interaction between all three variables. 3 The abundance of the dominant dwarf shrubs (Empetrum hermaphroditum, Vaccinium vitis-idaea, V. myrtillus and V. uliginosum) was unaffected by the perturbations but elevated temperature stimulated the biomass of V. uliginosum by 125% and total shrub biomass by 16%. The low ratio of current year's growth to standing biomass may have concealed other responses of the dwarf shrub group to the perturbations. 4 The response of the non-vascular flora to the perturbations was either neutral or negative, with lichens showing the most dramatic responses. Lichen biomass on temperature- and nutrient-amended plots was 56% and 18%, respectively, of that on unperturbed plots. Nutrients also exerted a negative effect on the biomass of bryophytes, and the combined biomass of lichens and bryophytes on nutrient-treated plots was almost a third of that on plots which did not receive additional nutrients. 5 Total above-ground biomass was not affected by the perturbations but the total number of interceptions determined by point quadrat analysis was greater on the elevated temperature and nutrient-treated plots. Point quadrat analysis also revealed an accumulation of litter and standing dead material in response to the nutrient and temperature perturbations, both singly and in combination, suggesting a faster turnover of plant material. 6 Both temperature and nutrients increased canopy height and also interacted synergistically such that together they resulted in a mean canopy height of 14.9 cm compared with 8.0 cm in plots subjected to neither perturbation. 7 Nutrient addition lowered species richness by 17.7%, mainly through its impact on the mosses and lichens. 8 In general, nutrient addition elicited the greatest response, followed by temperature, with water exerting little measurable influence. There were a number of important interactions that were often synergistic, and some involved water. 9 Species' responses were highly individualistic and changes in the community were mediated through the response of a small number of key species already present in the community, with no invasion of new species. In the short term at least, floristic diversity may decline as understorey species become less abundant and immigration by new species is inhibited by the dominance of clonal angiosperms.","10.1046/j.1365-2745.1998.00261.x","09/09/2020","empirical","community structure","abundance; biomass","Abisko, SE",68.35,18.817,"factorial experiment","annual temperature; water; fertilisation",3,1,0,0,0,0,0,0,0,0,0,0,0,1,"abiotic","Andromeda polifolia; Actostaphylos uva-ursi; Empetrum nigrum; Salix phylicifolia; Vaccinium myrtillus; Vaccinium uliginosum; Vaccinium vitis-idaea","7","species",""
485,"WOS search","J","Paal, J; Fremstad, E; Mols, T",1997,"CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE","Responses of the Norwegian alpine Betula nana community to nitrogen fertilization","The effect of nitrogen fertilization on species cover, increment of shrubs, tissue nitrogen, and soil parameters was tested during a 3-year experiment in a low alpine plant community dominated by Betula nana in the Dovre mountains, south-central Norway. The doses used were 1.2 and 6.1 g N/m(2), corresponding to 0.72 and 3.6 times, respectively, the annual deposition of nitrogen in southwest Norway. Statistical analysis using SAS ANOVA and GLM procedures were applied to different types of models. The cover of species and growth forms showed no significant response to additional nitrogen supply. The increment of shrubs was not significantly affected by the fertilization, except for the year factor. Incorporation of nitrogen into plant tissue was not evident. No effects were found on soil parameters.","10.1139/b97-013","09/09/2020","empirical","shrub performance","abundance; growth; nutrient contents","Dovrefjell, NO",62.283,9.533,"factorial experiment","nitrogen addition",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"abiotic","Betula nana","1","species",""
489,"WOS search","J","Michelsen, A; Jonasson, S; Sleep, D; Havstrom, M; Callaghan, TV",1996,"OECOLOGIA","Shoot biomass, delta C-13, nitrogen and chlorophyll responses of two arctic dwarf shrubs to in situ shading, nutrient application and warming simulating climatic change","As climatic change might induce ecophysiological changes in plants which affect their long-term performance, we investigated responses in above-ground biomass, delta(13)C, nitrogen and chlorophyll of two evergreen arctic dwarf shrubs, Cassiope tetragona and Empetrum hermaphroditum, to 5 (biomass, N) or 6 years of shading, nutrient application and air/soil warming at a dwarf shrub dominated tree-line heath (450 m a.s.l) and a high altitude fellfield (1100 m a.s.l.) in Swedish Lapland. Warming enhanced the green biomass (equivalent to the last 3-4 years of leaf production) and the ratio of green to brown biomass of C. tetragona at the fellfield, and diluted the shoot N concentration. Fertilizer application led to higher shoot N concentration and larger green-to-brown biomass ratio at both sites, and fertilizer application and warming generally had an additive effect on the green biomass. We conclude that both warming and increased soil nutrient availability stimulated the growth of C. tetragona at the fellfield whereas at the heath there was a clear increase in production only if enhanced temperature was combined with nutrient application. Across treatments C. tetragona at the fellfield had 0.6 parts per thousand higher delta(13)C and 1.4 mg g(-1) more leaf N, and the soil organic matter delta(13)C was 1.0 parts per thousand higher at the fellfield than at the heath. However, an increase in shoot N concentration with altitude does not necessarily lead to higher delta(13)C as no differences in delta(13)C were observed when leaf N of the two dwarf shrubs was increased by fertilizer application C. tetragona in non-warmed plots had higher delta(13)C values than those from warmed plots at the same altitude, which provides the first in situ experimental validation of the theory that temperature partly is responsible for altitudinal trends in plant carbon isotope discrimination. Increased biomass and chlorophyll concentration of C. tetragona in warmed plots points to increased assimilation, at least at the fellfield. As the delta(13)C-based and, therefore, time-integrated estimate of the ratio of CO, concentration in the leaf intercellular spaces to that in the atmosphere (C-i/C-a) also increased, warming probably enhanced the stomatal conductance relatively more than the C assimilation, which may be harmful if climatic change leads to reduced soil moisture content and increased plant competition for water. At both sites C. tetragona and E. hermaphroditum responded to shade by increasing the concentration of shoot N and photosynthetic pigments whereas biomass production (and therefore also net photosynthesis) did not decline. Shade was accompanied by a 0.6-1.3 parts per thousand (E. hermaphroditum) or 1.2-2.2 parts per thousand (C. tetragona) decrease in delta(13)C. This could be due to enhanced stomatal conductance with shading, and perhaps to shade reducing the ericoid mycorrhizal uptake of soil organic C, a factor which has been overlooked as an influence on plant delta(13)C.","10.1007/BF00328785","09/09/2020","empirical","shrub performance","biomass; chemical composition; physiology","Abisko, SE",68.35,18.817,"factorial experiment","annual temperature; fertilisation; shading",3,1,0,0,0,0,0,0,0,0,0,0,0,1,"abiotic","Cassiope tetragona; Empetrum nigrum","2","species",""
492,"WOS search","J","SHEVTSOVA, A; OJALA, A; NEUVONEN, S; VIENO, M; HAUKIOJA, E",1995,"JOURNAL OF ECOLOGY","GROWTH AND REPRODUCTION OF DWARF SHRUBS IN A SUB-ARCTIC PLANT COMMUNITY - ANNUAL VARIATION AND ABOVEGROUND INTERACTIONS WITH NEIGHBORS","1 The effects of coexisting shrub species on the growth, branching, survival and berry production of three dominant dwarf shrubs (Empetrum nigrum, Vaccinium vitis-idaea and V, uliginosum) were examined in northern Finland in a six year experiment. The measurements covered both natural, unmanipulated plots as well as plots from which ramets of one of five dwarf shrub species had been removed. 2 Annual patterns of growth and reproduction of ramets of the three species were different, suggesting that the plants were affected by different combinations of environmental factors and internal patterns of ramet growth. Neither cumulative summer temperature nor summer precipitation accounted for the variations in annual growth of any dwarf shrub species; however, ramet age contributed significantly to the observed variation in growth of shoots of V. vitis-idaea and V. uliginosum. 3 The growth of ramets of E. nigrum in unmanipulated plots was positively correlated with the cover of V. myrtillus and total cover of dwarf shrubs; the growth of V. uliginosum was similarly correlated with the cover of V, myrtillus in undisturbed plots. Furthermore, the growth of both E. nigrum and V. uliginosum was reduced by the removal of V. uliginosum and V. myrtillus, respectively. These observations probably indicate some kind of positive relationship between these species. By contrast, the shoot growth of V. vitis-idaea was less and mortality greater in unmanipulated plots where V. uliginosum was abundant, while both branching and reproduction of V. vitis-idaea were increased by the removal of other dwarf shrubs. These results indicate that interspecific competition may limit the growth and reproduction of V. vitis-idaea.","10.2307/2261565","09/09/2020","empirical","shrub performance","growth; reproduction; morphology","Kevo, FI",69.75,27.017,"factorial experiment","competition",1,0,0,0,0,0,0,0,0,0,0,1,0,0,"biotic","Empetrum nigrum; Vaccinium vitis-idaea; Vaccinium uliginosum","3","species",""
502,"WOS search","J","HAVSTROM, M; CALLAGHAN, TV; JONASSON, S",1993,"OIKOS","DIFFERENTIAL GROWTH-RESPONSES OF CASSIOPE-TETRAGONA, AN ARCTIC DWARF-SHRUB, TO ENVIRONMENTAL PERTURBATIONS AMONG 3 CONTRASTING HIGH SITES AND SUB-ARCTIC SITES","Three populations of Cassiope tetragona (Ericaceae) were subjected to in situ environmental perturbations simulating predictions of global warming. The populations were selected to represent different parts of the range of the species, one growing in a high arctic coastal heath at Ny-Alesund (Svalbard, northern part of the species' range), one at a subarctic fellfield at 1150 m a.s.l. at Abisko, Swedish Lapland, and one in a subarctic tree-line heath at 450 m a.s.l. at Abisko, southern part of the species' range. The manipulations included nutrient addition, shading and two levels of temperature enhancement using passive greenhouses. The micrometeorological effects of the shading treatment was similar to that of a mountain birch canopy and the temperature enhancement treatments had the desired effect to increase the average air temperature by 2-4-degrees-C. Greenhouses which had a gap between the soil and the greenhouse plastic were particularly successful in creating the desired climatic perturbation without causing extreme maximum temperatures or other unwanted side-effects. The environmental manipulations caused strikingly different responses in the vegetative growth pattern of main shoots of C. tetragona among the three populations: at the subarctic tree-line heath, nutrient addition caused a substantial increase in growth, whereas it was the temperature enhancement treatments that caused increases, although smaller, at the subarctic fellfield and the high arctic heath sites. At the high arctic site, we also found growth reduced in response to shading, but at the subarctic sites, and particularly at the tree-line heath site, shading caused a marked etiolation of the shoots. Hence, different factors seem to produce very different responses in the vegetative growth of C. tetragona in different parts of its geographical range. We conclude that competition for nutrients and light are the main limiting factors for the growth of Cassiope tetragona near the lower distributional limit (LODIL) of the species, but that temperature is the main limiting factor in the northern parts of its range, and at high altitudes in the southern parts of its range. We also suggest that the direct effect of predicted future climatic warming on the growth of Cassiope tetragona will increase towards the north, whereas a possible indirect effect of increasing nutrient availability following a temperature increase will be the main effect in the southern and lower parts of its range. These responses could, however, be modified by shading from other species responding to environmental change by increased growth.","10.2307/3544933","09/09/2020","empirical","shrub growth","growth","Abisko, SE; Svalbard, NO",78.933,11.833,"factorial experiment","summer temperature; fertilisation; shading; CO2 concentration",4,0,0,1,0,0,0,0,0,0,0,0,0,1,"abiotic","Cassiope tetragona","1","species",""
508,"own record","J","Cooper, EJ; Little, CJ; Pilsbacher, AK; Morsdorf, MA",2019,"JOURNAL OF VEGETATION SCIENCE","Disappearing green: Shrubs decline and bryophytes increase with nine years of increased snow accumulation in the High Arctic","Question How does increased snow depth affect plant community composition of High Arctic tundra, and can the Normalized Differential Vegetation Index (NDVI) detect induced changes? Location Adventdalen, Spitsbergen, Svalbard (78 degrees 10 ' N, 16 degrees 04 ' E). Methods We manipulated snow depth on the tundra using fences, resulting in Deep, Medium, and Ambient snow regimes. Increased snow led to warmer winter soil temperatures, a delayed onset of growing season and wetter conditions during the early growing season. Plant community composition of living and dead plant material was recorded after nine years. NDVI was measured at the plot level using a handheld sensor. Results Community composition and the abundance of typically dominant shrub species were substantially different in the Deep compared to the Ambient regime. Deep had lower cover of live shrubs (Cassiope tetragona, Dryas octopetala and Salix polaris) and Luzula confusa, and higher cover of dead shrubs (Cassiope and Dryas) compared to the other snow regimes. Bryophyte cover was highest in Medium. NDVI was positively correlated to the cover of living vascular plants and negatively correlated to cover of dead vascular plants. Accordingly, Deep snow regime had reduced NDVI, reflecting the contribution of dead Cassiope and Dryas. Conclusion Snow regime strongly influenced community composition in High Arctic plant communities. Enhanced snow regimes had more dead shrubs, reduced Luzula and increased bryophyte cover than ambient conditions. These differences were detectable by handheld NDVI sensors.","10.1111/jvs.12793","24/09/2020","empirical","community structure","cover","Svalbard, NO",78.167,16.067,"factorial experiment","snow cover",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"abiotic","Cassiope tetragona; Dryas octopetala","2","species",""
509,"own record","J","Little, CJ; Cutting, H; Alatalo, J; Cooper, EJ",2017,"ENVIRONMENTAL RESEARCH LETTERS","Short-term herbivory has long-term consequences in warmed and ambient high Arctic tundra","Climate change is occurring across the world, with effects varying by ecosystem and region but already occurring quickly in high-latitude and high-altitude regions. Biotic interactions are important in determining ecosystem response to such changes, but few studies have been long-term in nature, especially in the High Arctic. Mesic tundra plots on Svalbard, Norway, were subjected to grazing at two different intensities by captive Barnacle geese from 2003-2005, in a factorial design with warming by Open Top Chambers. Warming manipulations were continued through 2014, when we measured vegetation structure and composition as well as growth and reproduction of three dominant species in the mesic meadow. Significantly more dead vascular plant material was found in warmed compared to ambient plots, regardless of grazing history, but in contrast to many short-term experiments no difference in the amount of living material was found. This has strong implications for nutrient and carbon cycling and could feed back into community productivity. Dominant species showed increased flowering in warmed plots, especially in those plots where grazing had been applied. However, this added sexual reproduction did not translate to substantial shifts in vegetative cover. Forbs and rushes increased slightly in warmed plots regardless of grazing, while the dominant shrub, Salix polaris, generally declined with effects dependent on grazing, and the evergreen shrub Dryas octopetala declined with previous intensive grazing. There were no treatment effects on community diversity or evenness. Thus despite no changes in total live abundance, a typical short-term response to environmental conditions, we found pronounced changes in dead biomass indicating that tundra ecosystem processes respond to medium-to long-term changes in conditions caused by 12 seasons of summer warming. We suggest that while high arctic tundra plant communities are fairly resistant to current levels of climate warming, underlying ecosystem processes are beginning to change. In addition, even short bouts of intense herbivory can have long-term consequences for some species in these communities.","10.1088/1748-9326/aa579d","24/09/2020","empirical","community structure","cover; phenology; reproduction","Svalbard, NO",78.19,15.93,"factorial experiment","summer temperature; herbivory",2,0,0,1,0,0,0,0,0,0,0,0,1,0,"abiotic & biotic","Salix polaris; Dryas octopetala","2","species",""
510,"own record","J","Blok, D; Weijers, S; Welker, JM; Cooper, EJ; Michelsen, A; Loffler, J; Elberling, B",2015,"ENVIRONMENTAL RESEARCH LETTERS","Deepened winter snow increases stem growth and alters stem delta C-13 and delta N-15 in evergreen dwarf shrub Cassiope tetragona in high-arctic Svalbard tundra","Deeper winter snow is hypothesized to favor shrub growth and may partly explain the shrub expansion observed in many parts of the arctic during the last decades, potentially triggering biophysical feedbacks including regional warming and permafrost thawing. We experimentally tested the effects of winter snow depth on shrub growth and ecophysiology by measuring stem length and stem hydrogen (delta H-2), carbon (delta C-13), nitrogen (delta N-15) and oxygen (delta O-18) isotopic composition of the circumarctic evergreen dwarf shrub Cassiope tetragona growing in high-arctic Svalbard, Norway. Measurements were carried out on C. tetragona individuals sampled from three tundra sites, each representing a distinct moisture regime (dry heath, meadow, moist meadow). Individuals were sampled along gradients of experimentally manipulated winter snow depths in a six-year old snow fence experiment: in ambient (c. 20 cm), medium (c. 100 cm), and deep snow (c. 150 cm) plots. The deep-snow treatment consistently and significantly increased C. tetragona growth during the 2008-2011 manipulation period compared to growth in ambient-snow plots. Stem delta N-15 and stem N concentration values were significantly higher in deep-snow individuals compared to individuals growing in ambient-snow plots during the course of the experiment, suggesting that soil N-availability was increased in deep-snow plots as a result of increased soil winter N mineralization. Although interannual growing season-precipitation delta H-2 and stem delta H-2 records closely matched, snow depth did not change stem delta H-2 or delta O-18, suggesting that water source usage by C. tetragona was unaltered. Instead, the deep insulating snowpack may have protected C. tetragona shrubs against frost damage, potentially compensating the detrimental effects of a shortened growing season and associated phenological delay on growth. Our findings suggest that an increase in winter precipitation in the High Arctic, as predicted by climate models, has the potential to alter the growth and ecophysiology of evergreen shrub C. tetragona through changes in plant mineral nutrition and frost damage protection.","10.1088/1748-9326/10/4/044008","24/09/2020","empirical","shrub growth and isotopic composition","growth; isotopic composition","Svalbard, NO",78.17,16.27,"factorial experiment","snow depth",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"abiotic","Cassiope tetragona","1","species",""
511,"own record","J","Mallik, AU; Wdowiak, JV; Cooper, EJ",2011,"ARCTIC ANTARCTIC AND ALPINE RESEARCH","Growth and Reproductive Responses of Cassiope tetragona, a Circumpolar Evergreen Shrub, to Experimentally Delayed Snowmelt","While there has been a general trend of climate warming in the Arctic causing early snowmelt and prolonged growing season, climate change models for some areas in the High Arctic suggest increased snow accumulation, delayed spring melt, and consequently shorter growing season. We tested the vegetative and reproductive responses of Cassiope tetragona, an arctic shrub, to increased snow depth and delayed snowmelt using a snow fence experiment in Adventdalen, Norway (78 degrees 54'N, 18 degrees 01'E). We recorded seasonal shoot length, number of leaves, and capsules per shoot for three summers (2005-2007): two prior and one after the treatment began. Phenological events were recorded in 2007. The number of seeds per capsule was counted and seed germination was tested. Phenological development was significantly delayed behind fences, with lower shoot length, number of leaves, capsules, and seeds per shoot segment (16, 20, 54 and 11%, respectively) compared to controls, but there was no difference in these parameters between plots prior to fence establishment. Seed viability was unaffected by treatment. A delay in start of growing season due to delayed snowmelt decreased vegetative and reproductive performance of C. tetragona; earlier melt may therefore improve performance. This may lead to floral composition change in some high arctic locations.","10.1657/1938-4246-43.3.404","24/09/2020","empirical","shrub growth and reproduction","growth; reproduction","Svalbard, NO",78.9,18.016,"factorial experiment","snow depth",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"abiotic","Cassiope tetragona","1","species",""
512,"own record","J","Maliniemi, T; Kapfer, J; Saccone, P; Skog, A; Virtanen, R",2018,"JOURNAL OF VEGETATION SCIENCE","Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing","QuestionIn recent decades, high-latitude climate has shown regionally variable trends towards warmer and moister conditions. These changes have been predicted to cause afforestation or shrubification of open tundra, increases of warmth-demanding southern species and plant groups favoured by increased moisture, and decline of species and habitats that are dependent on snow cover. In this study, we explore temporal changes in northern tundra upland plant communities along regional gradients and in local habitats. We ask how vegetation changes are linked with long-term trends in regional climate and grazing pressure. LocationNorthern Europe. MethodsIn 2013-2014, we resurveyed a total of 108 vegetation plots on wind-exposed and snow-protected tundra habitats in three subareas along a bioclimatic gradient from the northern boreal to the arctic zone. Vegetation plots were originally sampled in 1964-1967. We related observed vegetation changes to changes in temperature, precipitation and grazing pressure, which all showed regionally variable increases over the study period. ResultsWe found a significant increase of the evergreen dwarf shrub Empetrum nigrum subsp. hermaphroditum in snow-protected communities and a prominent decrease of lichens throughout the study area. No evidence for extensive tree or larger shrub (Betula spp., Salix spp. or Juniperus communis) encroachment despite climatic warming trends was found. Among studied communities, most pronounced changes in vegetation were observed in snow-protected boreal heaths on small isolated uplands, where community composition showed low resemblance to the original composition described decades ago. Changes in plant communities correlated with changes in summer and winter temperatures, summer precipitation and reindeer grazing pressure, yet correlations varied depending on region and habitat. ConclusionsNorthern tundra uplands vary in their resistance to on-going climate change and reindeer grazing. Isolated treeless heaths of boreal forest-tundra ecotone appear least resistant to climate change and have already shifted towards new community states.","10.1111/jvs.12630","24/09/2020","empirical","vegetation changes","abundance","Northern Fennoscandia",70,27,"vegetation surveys","herbivory; annual temperature; annual precipitation",3,1,1,0,0,0,0,0,0,0,0,0,1,0,"abiotic & biotic","Empetrum nigrum","1","species",""
513,"own record","J","Forchhammer, M",2017,"BIOLOGY LETTERS","Sea-ice induced growth decline in Arctic shrubs","Measures of increased tundra plant productivity have been associated with the accelerating retreat of the Arctic sea-ice. Emerging studies document opposite effects, advocating for a more complex relationship between the shrinking sea-ice and terrestrial plant productivity. I introduce an autoregressive plant growth model integrating effects of biological and climatic conditions for analysing individual ring-width growth time series. Using 128 specimens of Salix arctica, S. glauca and Betula nana sampled across Greenland to Svalbard, an overall negative effect of the retreating June sea-ice extent was found on the annual growth. The negative effect of the retreating June sea-ice was observed for younger individuals with large annual growth allocations and with little or no trade-off between previous and current year's growth.","10.1098/rsbl.2017.0122","24/09/2020","empirical","shrub growth","growth","Zackenberg, GL; Kangerlussuaq, GL; Svalbard, NO",78.17,16.27,"dendrochronology","sea ice concentration",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Salix glauca; Salix arctica; Betula nana","3","species",""
514,"own record","J","Kolari, THM; Kumpula, T; Verdonen, M; Forbes, BC; Tahvanainen, T",2019,"ARCTIC ANTARCTIC AND ALPINE RESEARCH","Reindeer grazing controls willows but has only minor effects on plant communities in Fennoscandian oroarctic mires","Shrubification of arctic tundra is a well-recognized phenomenon, and it can be particularly rapid in moist habitats. Reindeer grazing can inhibit shrubification, but grazing impacts on mire vegetation have been overlooked. We studied grazing effects on plant communities and Salix lapponum in oroarctic mires at the border of Finland and Norway. We compared plant community structure and S. lapponum abundance and traits between (1) grazed fens (Finland); (2) experimental exclosures (Finland), where reindeer have been kept out for 13 years; and (3) nongrazed fens (Norway). Grazing effect on shrubification was assessed using the Normalized Difference Vegetation Index (NDVI) and leaf area index (LAI). We did not find a uniform direction of vegetation change connected to the exclosure treatment, and grazing treatments were overlapping in multivariate ordination. Neither NDVI nor LAI indicated clear differences. Instead, significant results were revealed in total abundance of species groups and in S. lapponum traits. The cover of bryophytes was significantly lower under free grazing. Reindeer grazing reduced the abundance, height, and flowering and increased leaf N concentration of S. lapponum. We conclude that reindeer grazing controls willows and affects total abundance of important species groups, and plant community structure is resistant to grazing effects in oroarctic mires.","10.1080/15230430.2019.1679940","24/09/2020","empirical","community structure","abundance","Northern Fennoscandia",68.817,23.817,"vegetation surveys; hebivore exclusion","herbivory",1,0,0,0,0,0,0,0,0,0,0,0,1,0,"biotic","Salix lapponum","1","species",""
515,"own record","J","Forbes, BC; Fauria, MM; Zetterberg, P",2010,"GLOBAL CHANGE BIOLOGY","Russian Arctic warming and 'greening' are closely tracked by tundra shrub willows","Growth in arctic vegetation is generally expected to increase under a warming climate, particularly among deciduous shrubs. We analyzed annual ring growth for an abundant and nearly circumpolar erect willow (Salix lanata L.) from the coastal zone of the northwest Russian Arctic (Nenets Autonomous Okrug). The resulting chronology is strongly related to summer temperature for the period 1942-2005. Remarkably high correlations occur at long distances (> 1600 km) across the tundra and taiga zones of West Siberia and Eastern Europe. We also found a clear relationship with photosynthetic activity for upland vegetation at a regional scale for the period 1981-2005, confirming a parallel 'greening' trend reported for similarly warming North American portions of the tundra biome. The standardized growth curve suggests a significant increase in shrub willow growth over the last six decades. These findings are in line with field and remote sensing studies that have assigned a strong shrub component to the reported greening signal since the early 1980s. Furthermore, the growth trend agrees with qualitative observations by nomadic Nenets reindeer herders of recent increases in willow size in the region. The quality of the chronology as a climate proxy is exceptional. Given its wide geographic distribution and the ready preservation of wood in permafrost, S. lanata L. has great potential for extended temperature reconstructions in remote areas across the Arctic.","10.1111/j.1365-2486.2009.02047.x","24/09/2020","empirical","shrub growth and vegetation productivity","growth; productivity","Nenets Autonomous Okrug, RU",68.667,58.5,"dendrochronology; remote sensing","monthly temperature; monthly precipitation",2,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Salix lanata","1","species",""
