Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,study_id,study type,response,shrub response,location,lat,lon,methods,drivers,driver regime,study species,n_species,study level,comment,source
J,"Axford, Y; Kaufman, DS",,,,"Axford, Y; Kaufman, DS",,,"Late glacial and Holocene glacier and vegetation fluctuations at Little Swift Lake, Southwestern Alaska, USA",ARCTIC ANTARCTIC AND ALPINE RESEARCH,,,,,,,,,,,,"Multiproxy data from Little Swift Lake, an alpine lake in southwestern Alaska, provide evidence for pronounced late glacial and Holocene environmental change. An alpine glacier upvalley of Little Swift Lake retreated following the Younger Dryas chronozone, as evidenced by sedimentological changes in the take record. Glacier retreat was accompanied by local and regional vegetation changes, including the expansion of Betula and contraction of Cyperaceae, in response to climatic amelioration. Warm, moist conditions between similar to9800 and 8000 cal yr B.P. supported abundant Betula shrubs and high lake and watershed productivity. Alnus rapidly expanded near Little Swift Lake while the region cooled between 8000 and 7500 cal yr B.P. Environmental changes at Little Swift Lake appear to have been roughly synchronous with similar changes elsewhere in southwestern Alaska, but late glacial and Holocene changes in other parts of Alaska were different in nature and timing. The complex spatial and temporal patterns of late glacial and Holocene environmental change throughout Alaska point to the importance of local- and regional-scale factors, especially controls on moisture availability, as modulators of site-specific responses to hemispheric- and global-scale climate forcing.",,,,"Axford, Yarrow/N-4151-2014; Kaufman, Darrell/A-2471-2008","Axford, Yarrow/0000-0002-8033-358X; Kaufman, Darrell/0000-0002-7572-1414",,,,,,,,,,,,1523-0430,1938-4246,,,,MAY,2004,36,2,,,,,139,146,,10.1657/1523-0430(2004)036[0139:LGAHGA]2.0.CO;2,,,,,,,WOS:000225548300001,,,,,09/09/2020,438,empirical,historical vegetation changes,,,,,,,,,,,,WOS search
J,"Olsrud, M; Melillo, JM; Christensen, TR; Michelsen, A; Wallander, H; Olsson, PA",,,,"Olsrud, M; Melillo, JM; Christensen, TR; Michelsen, A; Wallander, H; Olsson, PA",,,Response of ericoid mycorrhizal colonization and functioning to global change factors,NEW PHYTOLOGIST,,,,,,,,,,,,"Here, we investigated effects of increased atmospheric CO(2) concentration, increased temperatures, and both factors in combination on ericoid mycorrhizal colonization, mycorrhizal functioning and below-ground carbon allocation in a subarctic forest understorey, to evaluate the hypothesis that photosynthesis is a primary driver for mycorrhizal colonization. Treatment effects on ecosystem processes were investigated using (14)C-pulse labelling and photosynthesis measurements in combination with analysis of ergosterol content in roots. The effects on delta(15)N in leaves were also studied. Ergosterol content in hair roots was positively correlated with ecosystem photosynthesis and was higher in heat- and CO(2)-treated plots. Leaves from CO(2) Plots tended to be more depleted in (15)N compared with controls both for Vaccinium myrtillus and V. vitis-idaea. Our results suggest that changes in ecosystem photosynthesis, plant carbon (C) Allocation may give rise to changing mycorrhizal colonization under elevated CO(2) and temperature. The role of mycorrhizas in ecosystem N-cycling may change on a long-term basis as inorganic N availability declines with increasing levels of atmospheric CO(2).",,,,"Michelsen, Anders/L-5279-2014","Michelsen, Anders/0000-0002-9541-8658; Christensen, Torben/0000-0002-4917-148X",,,,,,,,,,,,0028-646X,,,,,MAY,2004,162,2,,,,,459,469,,10.1111/j.1469-8137.2004.01049.x,,,,,,,WOS:000221058900019,,,,,09/09/2020,439,empirical,mycorrhizal fungi responses to global change factors,,,,,,,,,,,,WOS search
J,"Dullinger, S; Dirnbock, T; Grabherr, G",,,,"Dullinger, S; Dirnbock, T; Grabherr, G",,,"Modelling climate change-driven treeline shifts: relative effects of temperature increase, dispersal and invasibility",JOURNAL OF ECOLOGY,,,,,,,,,,,,"1 Global warming will probably shift treelines upslope in alpine areas and towards the pole in arctic environments. However, responses of regional treelines to climatic trends over the last century do not show any clear trends. We hypothesize that these equivocal responses may partly be caused by limitation of dispersal and/or recruitment that is species-specific to particular trees with potentially expanding ranges. 2 To test this hypothesis, we established and parameterized a temporally and spatially explicit model of plant spread and analysed its sensitivity to: (a) variation in predicted climatic trends; (b) the spatial distribution of recruits around a seed source; and (c) variation in the resistance of resident non-woody vegetation to invasion. We used data from a high mountain landscape of the Northern Calcareous Alps in Austria where the treeline is dominated by Pinus mugo Turra, a shrubby pine. 3 Low growth rates and long generation times, together with considerable dispersal and recruitment limitation, resulted in an overall slow range expansion under various climate-warming scenarios. 4 Running the model for 1000 years predicted that the area covered by pines will increase from 10% to between 24% and 59% of the study landscape. 5 The shape of the dispersal curve and spatial patterns of competitively controlled recruitment suppression affect range size dynamics at least as severely as does variation in assumed future mean annual temperature (between 0 degreesC and 2 degreesC above the current mean). Moreover, invasibility and shape of the dispersal curve interact with each other due to the spatial patterns of vegetation cover in the region. 6 Ambiguous transient responses of individual treeline systems may thus originate not only from variation in regional climatic trends but also from differences in species' dispersal and recruitment behaviour and in the intensity and pattern of resistance of resident alpine vegetation to invasion.",,,,,"Dullinger, Stefan/0000-0003-3919-0887; Dirnbock, Thomas/0000-0002-8294-0690",,,,,,,,,,,,0022-0477,1365-2745,,,,APR,2004,92,2,,,,,241,252,,10.1111/j.0022-0477.2004.00872.x,,,,,,,WOS:000220382500005,,,,,09/09/2020,440,modelling,tree line dynamics,,,,,,,,,,,,WOS search
J,"Castells, E; Penuelas, J; Valentine, DW",,,,"Castells, E; Penuelas, J; Valentine, DW",,,Are phenolic compounds released from the Mediterranean shrub Cistus albidus responsible for changes in N cycling in siliceous and calcareous soils?,NEW PHYTOLOGIST,,,,,,,,,,,,"We studied the effects of Cistus albidus leaf leachates on nitrogen-cycling processes in two siliceous soils (granite and schist) and one calcareous soil. We compared those effects with gross N-transformation rates in soils sampled underneath Cistus. Soils amended with leachates and soils sampled under Cistus had higher NH4+ immobilization and lower nitrification compared with control soils. Gross N mineralization increased under Cistus but decreased in soils amended with leachates. These effects were especially strong in granite soil. To determine whether phenolic compounds were causing those effects, we incubated granite soils with leachate and a leachate fraction containing only nonphenolic compounds. Nonphenolic compounds increased NH4+ immobilization and decreased gross nitrification, while decreases in gross N mineralization were estimated to be caused by phenolic compounds. Our results show that although phenolic compounds leached from green foliage changed gross N mineralization, their effects on net N rates were eclipsed by the changes produced by polar nonphenolic compounds such as carbohydrates. Plant nonphenolic compounds may drive N cycling under Cistus.",,,,"castells, eva/M-1111-2014; Penuelas, Josep/D-9704-2011","castells, eva/0000-0001-7423-2742; Penuelas, Josep/0000-0002-7215-0150",,,,,,,,,,,,0028-646X,1469-8137,,,,APR,2004,162,1,,,,,187,195,,10.1111/j.1469-8137.2004.01021.x,,,,,,,WOS:000220175300018,,,,,09/09/2020,441,empirical,nutrient dynamics,,,,,,,,,,,,WOS search
J,"Gomi, T; Sidle, RC; Swanston, DN",,,,"Gomi, T; Sidle, RC; Swanston, DN",,,"Hydrogeomorphic linkages of sediment transport in headwater streams, Maybeso Experimental Forest, southeast Alaska",HYDROLOGICAL PROCESSES,,,,,,,,,,,,"Hydrogemorphic linkages related to sediment transport in headwater streams following basin wide clear-cut logging on Prince of Wales Island, southeast Alaska, were investigated. Landslides and debris flows transported sediment and woody debris in headwater tributaries in 1961, 1979, and 1993. Widespread landsliding in 1961 and 1993 was triggered by rainstonns with recurrence intervals (24 h precipitation) of 7.0 years and 4.2 years respectively. Occurrence. distribution, and downstream effects of these mass movements were controlled by landform characteristics such as channel gradient and valley configuration. Landslides and channelized debris flows created exposed bedrock reaches, log jams, fans, and abandoned channels. The terminus of the deposits did not enter main channels because debris flows spread and thinned on the unconfined bottom of the U-shaped glaciated valley. Chronic sediment input to channels included surface erosion of exposed till (rain splash, sheet erosion, and freeze-thaw action) and bank failures. Bedload sediment transport in a channel impacted by 1993 landslides and debris flows was two to ten times greater and relatively finer compared with bedload transport in a young alder riparian channel that had last experienced a landslide and debris flow in 1961. Sediment transport and storage were influenced by regeneration of riparian vegetation, storage behind recruited woody debris, development of a streambed armour layer, and the decoupling of hillslopes and channels. Both spatial and temporal variations of sediment movement and riparian condition are important factors in understanding material transport within headwaters and through channel networks. Copyright (C) 2004 John Wiley Sons, Ltd.",,,,"Gomi, Takashi/E-3504-2010; Sidle, Roy/I-8616-2017",,,,,,,,,,,,,0885-6087,1099-1085,,,,MAR,2004,18,4,,,,,667,683,,10.1002/hyp.1366,,,,,,,WOS:000220019700006,,,,,09/09/2020,442,empirical,sediment accumulation and distribution,,,,,,,,,,,,WOS search
J,"Elmarsdottir, A; Aradottir, AL; Trlica, MJ",,,,"Elmarsdottir, A; Aradottir, AL; Trlica, MJ",,,Microsite availability and establishment of native species on degraded and reclaimed sites,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,"1. Restoration of native plant communities on previously disturbed land requires the identification and modification of environmental factors that impede or restrict ecosystem succession or development. One of the key factors in successful reclamation is to ensure colonization and persistence of native species within an area. Therefore, the identification of microsite types that favour colonization by native species should improve our ability to successfully reclaim degraded areas. 2. The objectives of this study were to (i) identify and describe microsite types that were conducive to the establishment of five native plant species (Euphrasia frigida, Galium normanii, Thymus praecox, Cerastium spp. and Rumex acetosa) on degraded and reclaimed sites in Iceland; and (ii) to determine the effects of reclamation activities that included the application of manure and inorganic fertilizer on the distribution of microsite types and seedling establishment. Reclamation sites of different ages were examined on an eroded area where the target community was a grass or shrub heath. 3. The spatial distribution of plant establishment was not random but varied among microsite types and study sites. More seedlings than expected were found in microsite types characterized by small rocks and biological soil crusts. These may have entrapped seed and provided more soil stability and moisture than other microsite types. The cover of these microsite types varied among the study sites but the pattern of seedling establishment among the five native forbs was similar. 4. Synthesis and applications. Practical reclamation methods are improved by identifying those factors that promote successful seedling establishment by native species. Application of fertilizer without additional seeding proved to be a simple reclamation approach that increased the availability of one favourable microsite type, enhanced the establishment of native species and subsequently allowed vegetation cover to expand. Seed of native plants may be difficult to obtain commercially, but this approach can be used on degraded land where propagules are available but recovery is slowed by soil instability or nutrient limitations.",,,,"Aradottir, Asa/A-6041-2014",,,,,,,,,,,,,0021-8901,1365-2664,,,,OCT,2003,40,5,,,,,815,823,,10.1046/j.1365-2664.2003.00848.x,,,,,,,WOS:000185552400005,,,,,09/09/2020,443,empirical,post-disturbance succession,,,,,,,,,,,,WOS search
J,"Hannon, GE; Bradshaw, RHW; Wastegard, S",,,,"Hannon, GE; Bradshaw, RHW; Wastegard, S",,,Rapid vegetation change during the early Holocene in the Faroe Islands detected in terrestrial and aquatic ecosystems,JOURNAL OF QUATERNARY SCIENCE,,,,,,,,,,,,"High-resolution pollen, plant macrofossil and sedimentary analyses from early Holocene lacustrine sediments on the Faroe Islands have detected a significant vegetation perturbation suggesting a rapid change in climate between ca. 10380 cal. yr BP and the Saksunarvatn ash (10 240 +/- 60 cal. yr BP). This episode may be synchronous with the decline in delta(18)O values in the Greenland ice-cores. It also correlates with a short, cold event detected in marine cores from the North Atlantic that has been ascribed to a weakening of thernohaline circulation associated with the sudden drainage of Lake Agassiz into the northwest Atlantic, or, alternatively, a period with distinctly decreased solar forcing. The vegetation sequence begins at ca. 10 500 cal. yr BP with a succession from tundra to shrub-tundra and increasing lake productivity. Rapid population increases of aquatic plants suggest high summer temperatures between 10 450 and 10 380 cal. yr BP. High pollen percentages, concentrations and influx of Betula, Juniperus and Salix together with macrofossil leaves indicate shrub growth around the site during the initial phases of vegetation colonisation. Unstable conditions followed ca. 10 380 cal. yr BP that changed both the upland vegetation and the aquatic plant communities. A decrease in percentage values of shrub pollen is recorded, with replacement of both aquatics and herbaceous plants by pioneer plant communities. An increase in total pollen accumulation rates not seen in the concentration data suggests increased sediment delivery. The catchment changes are consistent with less seasonal, moister conditions. Subsequent climatic amelioration reinitiated a warmth-driven succession and catchment stabilisation, but retained high precipitation levels influencing the composition of the post-event communities. Copyright (C) 2003 John Wiley Sons, Ltd.",,,,"Bradshaw, Richard HW/H-8663-2013; Wastegard, Stefan/G-5720-2012","Bradshaw, Richard HW/0000-0002-7331-2246; ",,,,,,,,,,,,0267-8179,,,,,OCT,2003,18,7,,,,,615,619,,10.1002/jqs.783,,,,,,,WOS:000185821700004,,,,,09/09/2020,444,empirical,historical vegetation changes,,,,,,,,,,,,WOS search
J,"Gough, L; Hobbie, SE",,,,"Gough, L; Hobbie, SE",,,"Responses of moist non-acidic arctic tundra to altered environment: productivity, biomass, and species richness",OIKOS,,,,,,,,,,,,"In arctic Alaska, researchers have manipulated air temperature, light availability, and soil nutrient availability in several tundra communities over the past two decades. These communities responded quite differently to the same manipulations, and species responded individualistically within communities and among sites. For example, moist acidic tundra is primarily nitrogen (N)-limited, whereas wet sedge tundra is primarily phosphorus (P)-limited, and the magnitude of growth responses varies across sites within communities. Here we report results of four years of manipulated nutrients (N and/or P) and/or air temperature in an understudied, diverse plant community, moist non-acidic tussock tundra, in northern Alaska. Our goals were to determine which factors limit above-ground net primary productivity (ANPP) and biomass, how community composition changes may affect ecosystem attributes, and to compare these results with those from other communities to determine their generality. Although relative abundance of functional groups shifted in several treatments, the only significant change in community-level ANPP and biomass occurred in plots that received both N and P, driven by an increase in graminoid biomass and production resulting from a positive effect of adding N. There was no difference in community biomass among any other treatments; however, some growth forms and individual species did respond. After four years no one species has come to dominate the treatment plots and species richness has not changed. These results are similar to studies in dry heath, wet sedge, and moist acidic tundra where community biomass had the greatest response to both N and P and warming results were more subtle. Unlike in moist acidic tundra where shrub biomass increased markedly with fertilization, our results suggest that in non-acidic tundra carbon sequestration in plant biomass will not increase substantially under increased soil nutrient conditions because of the lack of overstory shrub species.",,,,,,,,,,,,,,,,,0030-1299,,,,,OCT,2003,103,1,,,,,204,216,,10.1034/j.1600-0706.2003.12363.x,,,,,,,WOS:000186118000021,,,,,09/09/2020,445,empirical,vegetation changes,abundance; biomass; recruitment,"Northern Alaska, US",68.633,-149.6,factorial experiment,temperature; fertilisation,abiotic,Salix reticulata; Vaccinium uliginosum; Dryas integrifolia; Arctostaphylos alpina; Cassiope tetragona; Rhododendron lapponicum,6,community,,WOS search
J,"Helariutta, Y; Bhalerao, R",,,,"Helariutta, Y; Bhalerao, R",,,Between xylem and phloem: The genetic control of cambial activity in plants,PLANT BIOLOGY,,,,,,,,,,,,"Post-embryonic development is controlled by two types of meristems: apical and lateral. There has been considerable progress recently in understanding the function of root and shoot apical meristems at the molecular level. Knowledge of analogous processes in the lateral, or secondary, meristems, i.e. the vascular cambium or cork cambium, is, however, rudimentary. This is despite the fact that much of the diversity in the plant kingdom is based on the differential functions of these meristems, emphasizing the importance of lateral meristems in the development of different plant forms. The vascular cambium is particularly important for woody plants, but it also plays an important role during the development of various herbaceous species, such as Arabidopsis thaliana. In this review, we focus on the two basic functions of cambial activity: cell proliferation and pattern formation.",,,,,"Bhalerao, Rishikesh/0000-0003-4384-7036",,,,,,,,,,,,1435-8603,1438-8677,,,,SEP,2003,5,5,,,,,465,472,,10.1055/s-2003-44780,,,,,,,WOS:000187084200003,,,,,09/09/2020,446,review,plant physiology,,,,,,,,,,,,WOS search
J,"Kume, A; Bekku, YS; Hanba, YT; Kanda, H",,,,"Kume, A; Bekku, YS; Hanba, YT; Kanda, H",,,Carbon isotope discrimination in diverging growth forms of Saxifraga oppositifolia in different successional stages in a high Arctic glacier foreland,ARCTIC ANTARCTIC AND ALPINE RESEARCH,,,,,,,,,,,,"We investigated carbon isotope discrimination of two morphs of Saxifraga oppositifolia and other plant species in a glacier foreland in the High Arctic at Ny-Alesund, Svalbard, Norway. At this site, soil conditions vary considerably along with the progress of primary succession within a small area. We compared growth forms and delta(13)C values, which reflect long-term leaf gas exchange characteristics, of plants growing in different successional stages with different soil conditions. Even though the soil mass water content (water mass/dry mass) increased from 10% to 140% with the progress of succession, the water and nitrogen content of the soil had negligible effects on the delta(13)C values of the observed species. The delta(13)C values were determined mainly by species and growth forms. We compared two morphs of S. oppositifolia, the prostrate form (P-form) and the cushion form (C-form), on the same riverbank in the glacier foreland. Regardless of the successional stage, the delta(13)C values of the C-form were about 2parts per thousand more negative than those of the P-form. The ground cover area per plant mass (GA) of the C-form was less than 30% that of the P-form, and the product of GA and stomatal conductance appears to be an important factor in the relationship between transpiration and photosynthesis of a whole plant. We suggest that the relationship between GA and the root mass fraction is a crucial factor affecting the water utilization in high arctic environments. We also examined the relationship between life form and water utilization for other phototrophs, including lichens, mosses, narrow-leaved grasses, perennials, and shrubs.",,,,"Kume, Atsushi/G-3523-2011","Kume, Atsushi/0000-0002-0048-5680",,,,,,,,,,,,1523-0430,,,,,AUG,2003,35,3,,,,,377,383,,10.1657/1523-0430(2003)035[0377:CIDIDG]2.0.CO;2,,,,,,,WOS:000185999300012,,,,,09/09/2020,447,empirical,isotopic profile of shrub morphs,,,,,,,,,,,,WOS search
J,"Brooker, R; van der Wal, R",,,,"Brooker, R; van der Wal, R",,,Can soil temperature direct the composition of high arctic plant communities?,JOURNAL OF VEGETATION SCIENCE,,,,,,,,,,,,"Low temperatures exert a primary constraint on the Growth of high arctic vascular plants. However, investigations into the impact of temperature on high arctic plants rarely separate out the role of air and soil temperatures, and few data exist to indicate whether soil temperatures alone can significantly influence the growth of high arctic vascular plants in a manner that might direct community composition. We examined the response of high arctic plants of three functional types (grasses, sedges/rushes and non-graminoids) to manipulated soil temperature under common air temperature conditions. Target plants, within intact soil cores, were placed in water baths at a range of temperatures between 4.9 and 15.3degreesC for one growing season. Grasses responded most rapidly to increased soil temperature, with increased total live plant mass. above-ground live mass and total below-ground live mass, with non-graminoids having the lowest, and sedges/ rushes an intermediate degree of response. The ratio of above-ground live mass to total live mass increased in all growth forms. Grasses. in particular, responded to enhanced soil temperatures by increasing shoot size rather than shoot number. In all growth forms the mass of root tissue beneath the moss layer increased significantly and to a similar extent with increasing soil temperature. These results clearly indicate that different growth forms, although collected from the same plant community, respond differently to changes in soil temperature. As a consequence, factors influencing soil temperature in high arctic ecosystems, such as global climate change or herbivory (which leads to reduced moss depth and increased soil temperatures), may also direct chances in vascular plant community composition.",,,,"van der Wal, Rene/F-3177-2010; Brooker, Rob W/F-9569-2012","Brooker, Rob W/0000-0002-7014-0071",,,,,,,,,,,,1100-9233,1654-1103,,,,AUG,2003,14,4,,,,,535,542,,10.1658/1100-9233(2003)014[0535:CSTDTC]2.0.CO;2,,,,,,,WOS:000186226400008,,,,,09/09/2020,448,empirical,community structure,,,,,,,,,,,,WOS search
J,"LaPerriere, JD; Jones, JR; Swanson, DK",,,,"LaPerriere, JD; Jones, JR; Swanson, DK",,,"Limnology of Lakes in Gates of the Arctic National Park and Preserve, Alaska",LAKE AND RESERVOIR MANAGEMENT,,,,,,,,,,,,"Limnological reconnaissance data were collected during summers 1992-93 and 1995 from 16 major lakes within Gates of the Arctic National Park and Preserve, Alaska (GAAR) located above the Arctic Circle. In GAAR the southern lakes (similar to67degreesN) and those in the Brooks Range foothills are in watersheds with taiga and tundra vegetation. The northern lakes (similar to68degreesN) are at higher elevations in the Brooks Range in watersheds that lie wholly beyond the treeline. Average sum of the cations for all takes matches the world average for fresh waters and the average for drainage from tundra and taiga landscapes. Local lithography explains the measured decrease in calcium equivalents and silica, and an increase in magnesium with altitude because of more calcareous rock in the southern basins at low altitude and shale/conglomerate in northern mountain catchments. In most low altitude takes Secchi depth was located in sub-surface algal peaks at temperatures averaging similar to8.5 C cooler than the surface, typically with double the surface chlorophyll value. Mineral turbidity, and less so color, controlled transparency in several high altitude lakes where turbid inflows were a factor. Lakes were oligotrophic based on nutrients and algal chlorophyll, but a doubling of TP and concurrent halving of TN was measured in GAAR lakes with altitude. Both patterns were correlated with the decreasing density of terrestrial vegetation with altitude, resulting in a sharp decline in the TN:TP ratio. This pattern suggests sources of these nutrients change across the landscape continuum within GAAR described by altitude and vegetation zones. Nitrogen fixation associated with terrestrial vegetation most likely accounts for greater TN in lakes within the taiga and moist or wet tundra, whereas TN levels approximated the N content of regional rainfall in high elevation lakes with predominately barren land and prostrate shrub in the catchments. Ratios of TN:TP and Nutrient Stimulation Bioassays suggest P limitation was likely among low altitude lakes and N limitation increased in importance in takes at high altitude. The particulate composition ratio (as C:N:P molar ratio) of these lakes averaged similar to200:20:1.",,,,,,,,,,,,,,,,,1040-2381,,,,,JUN,2003,19,2,,,,,108,121,,10.1080/07438140309354077,,,,,,,WOS:000184887600003,,,,,09/09/2020,449,empirical,lake limnology,,,,,,,,,,,,WOS search
J,"Anderson, RL; Foster, DR; Motzkin, G",,,,"Anderson, RL; Foster, DR; Motzkin, G",,,Integrating lateral expansion into models of peatland development in temperate New England,JOURNAL OF ECOLOGY,,,,,,,,,,,,"1 As peatlands form they create a temporal archive of community development, allowing the reconstruction of vegetation dynamics through the analysis of sediments and the development of detailed chronologies of successional change. Peatland formation occurs through two mechanisms: (i) terrestrialization, when a water body fills with sediments and peat; and (ii) paludification, the conversion of dry land to peatland. In temperate regions, where high summer temperatures may limit peat accumulation, general models of peatland development suggest that allogenic factors such as climate change control peatland development and that terrestrialization is the primary mechanism of formation. 2 This study evaluates this widely accepted model by comparing the developmental histories of three peatlands within the same climate region in New England in order to: (i) describe the development and timing of successional events among peatlands; (ii) document the roles of paludification and terrestrialization as developmental mechanisms; and (iii) evaluate the importance of climate change vs. autogenic factors in peatland development in this temperate region. 3 Basin morphometry, sediment stratigraphies, and chronologies of community change determined through radiocarbon dating indicate that peatland development at each site involved terrestrialization followed by paludification, with no apparent influence of broad-scale climate change on the timing of these processes. Paludification was consistently initiated coincident with the consolidation of a shrub mat across each lake-basin, and was controlled in extent and rate by the topography of the adjoining uplands. The timing of stratigraphic changes varied among sites, suggesting that autogenic factors associated with the accumulation of peat rather than regional climate change controlled development. These results provide the foundation for a model of temperate peatland development driven by autogenic factors and caution against the use of temperate peatland development as a proxy for climatic reconstruction.",,,,"Williams, K/A-6361-2012",,,,,,,,,,,,,0022-0477,,,,,FEB,2003,91,1,,,,,68,76,,10.1046/j.1365-2745.2003.00740.x,,,,,,,WOS:000180744300007,,,,,09/09/2020,450,modelling,peatland development,,,,,,,,,,,,WOS search
J,"Rockwell, RF; Witte, CR; Jefferies, RL; Weatherhead, PJ",,,,"Rockwell, RF; Witte, CR; Jefferies, RL; Weatherhead, PJ",,,Response of nesting savannah sparrows to 25 years of habitat change in a snow goose colony,ECOSCIENCE,,,,,,,,,,,,"Duplication of a study conducted 25 years earlier reveals that the number of savannah sparrows nesting adjacent to the coastal salt marshes of La Perouse Bay in northern Manitoba, Canada, has declined by 77%. This decline coincides with a 63% reduction in vegetation cover in the-bird's preferred grassland-shrub habitat. The habitat degradation resulted from processes associated with destructive foraging by the increasing mid-continent population of lesser snow geese during their breeding season. Growth of this snow goose population has been initiated and sustained by a series of anthropogenic factors operating primarily on the snow goose wintering grounds, far south of these Arctic coastal habitats. Thus, the indirect human impact on nesting-by savannah sparrows is the result of a complex chain of ecological events operating on connected habitats across a large geographical expanse. Mitigation of such effects and an assessment of the impacts in general must take into account such complexities.",,,,,,,,,,,,,,,,,1195-6860,,,,,,2003,10,1,,,,,33,37,,10.1080/11956860.2003.11682747,,,,,,,WOS:000182155200005,,,,,09/09/2020,451,empirical,bird communities,,,,,,,,,,,,WOS search
J,"Bubier, J; Crill, P; Mosedale, A",,,,"Bubier, J; Crill, P; Mosedale, A",,,Net ecosystem CO2 exchange measured by autochambers during the snow-covered season at a temperate peatland,HYDROLOGICAL PROCESSES,,,,,59th Eastern Snow Conference (ESC),"JUN 05-07, 2002","STOWE, VERMONT",,,,,"Net ecosystem exchange of CO2 was measured at a temperate peatland in southeastern New Hampshire. Classified as a mineral-poor fen owing to deep, water-logged peats that are influenced to a limited extent by groundwater, the ecosystem is dominated by plants such as sedges (Carex spp.) and evergreen shrubs. Ten automatic chambers measured fluxes every 3 h by sampling changes in headspace concentration of CO2 from November 2000 through March 2001. The fen was covered in snow for most of this period and CO2 was emitted from the snow pack throughout the winter. The largest fluxes were associated with ground temperatures of 0 degreesC and with declining atmospheric pressure. CO2 effluxes up to 3 mumol m(-2) s(-1) were recorded when the ground temperature reached the thaw point. Fluxes were lower when the ground temperature rose above 0 degreesC, however, suggesting that the large fluxes were associated with a build up and release of stored CO2 degassing as soon as the ground thawed, or by enhanced microbial activity associated with freeze-thaw dynamics. The large number of thaw events coupled with frequent short-term releases of CO2 suggest that degassing occurred on a regular basis with changes in atmospheric pressure and/or microbial decomposition occurred beneath the snowpack. The extent of soil freezing prior to thaw was also an important factor, with colder soils yielding smaller CO2 emissions upon thaw. Although most of the observed CO2 flux was efflux from the ecosystem, occasional CO2 uptake by the ecosystem of up to 1 mumol m(-2) s(-1) was also observed, indicating small rates of photosynthesis even during winter. Photosynthesis occurred only when the ground temperature was >0 degreesC. The implications for a warmer climate are unclear. If warmer winter temperatures yield less snow in the temperate region, then soils could freeze more deeply and result in lower CO2 emissions. However, if less snow results in a higher frequency of freeze-thaw events, then winter CO2 emissions could be larger with a warmer climate. Copyright (C) 2002 John Wiley Sons, Ltd.",,,,,"Crill, Patrick/0000-0003-1110-3059",,,,,,,,,,,,0885-6087,,,,,DEC 30,2002,16,18,,,SI,,3667,3682,,10.1002/hyp.1233,,,,,,,WOS:000180094400010,,,,,09/09/2020,452,empirical,ecosystem fluxes,,,,,,,,,,,,WOS search
J,"Pehkonen, T; Ranta, H; Tolvanen, A; Laine, K",,,,"Pehkonen, T; Ranta, H; Tolvanen, A; Laine, K",,,The frequency of the fungal pathogen Exobasidium splendidum in two natural stands of the host Vaccinium vitis-idaea in the subarctic timberline area,ARCTIC ANTARCTIC AND ALPINE RESEARCH,,,,,,,,,,,,"We examined the host-pathogen system of an evergreen dwarf shrub Vaccinium vitis-idaea and its fungal pathogen Exobasidium splendidum in two habitats, a cleared forest (disturbed habitat), and an untouched forest (undisturbed habitat). Our aims were to find out how environmental factors, plant community characters, and the characters of V. vitis-idaea vary among the two habitats and whether these characters correlate with the frequency of E. splendidum. Our results suggest that environmental factors in the disturbed habitat are more favorable for the disease through increased growth of the host V. vitis-idaea and possibly by increased growth and reproduction of the pathogen. The high emergence rate of new V vitis-idaea ramets in the disturbed habitat resulted in a younger ramet age structure as compared with the undisturbed habitat. Consequently, the ratio of growing to nongrowing ramets was higher in the disturbed habitat. We consider growth to be a prerequisite for V. vitis-idaea becoming infected. Thus, a low amount of growing ramets may be seen as a characteristic of undisturbed V. vitis-idaea stands, which buffers the plant against E. splendidum. On the other hand, shoot and ramet death caused by E. splendidum may induce compensatory growth in V. vitis-idaea, thus supporting the survival of the fungus.",,,,"Tolvanen, Anne/I-5873-2015; Tolvanen, Anne/AAP-8246-2020","Tolvanen, Anne/0000-0002-5304-7510; Tolvanen, Anne/0000-0002-5304-7510",,,,,,,,,,,,1523-0430,,,,,NOV,2002,34,4,,,,,428,433,,10.2307/1552200,,,,,,,WOS:000183096400008,,,,,09/09/2020,453,empirical,fungal pathogen abundance,,,,,,,,,,,,WOS search
